,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.11511147351868756,0.12060098905977096,0.12628962166723046,0.13217594172539654,0.13825040355017554,0.14451972182407413,0.15096006334953177,0.1575799313957152,0.16434960622381456,0.1712626520439538,0.1782969226672037,0.18542104231089762,0.19262112781355828,0.19984043293872206,0.20706387702587914,0.21421628516773242,0.22126870609073263,0.22813785765375255,0.23476082400019924,0.2410650387867909,0.24693559105877758,0.2523068797589085,0.25703308425288074,0.2610086019785086,0.26411070619501187,0.2661834810732818,0.267082655909396,0.26666389091256404,0.26476872417788905,0.2612444367743937,0.2559485510465823,0.24875477458021633,0.23956346062205963,0.22830945929027646,0.2149721422855952,0.1995973020731137,0.18232065410897394,0.1633575632784026,0.14304123885497882,0.12182100320920733,0.10028384060995235,0.07912243040633436,0.05912799459441553,0.041138031608185056,0.02594879533147639,0.014199407017307078,0.006213673007094134,0.0018190710633186435,0.0002084359494123571,1.3502673967793617e-08
1,0.1128590019042755,0.11841682224256461,0.1241873393811121,0.13016932856218294,0.13635514573100987,0.1427514470929897,0.1493356427522161,0.15611624603792623,0.16306561466414043,0.17017906466898786,0.177434105043555,0.18479959828457376,0.19226224819604815,0.19976574145521958,0.207295341512084,0.21477590685838657,0.22217809490181706,0.22941687863396573,0.23642825087750555,0.24313861812683224,0.24942933965908765,0.2552335595101575,0.2603988687919338,0.26481577027744896,0.2683568875998137,0.27085819989764026,0.2721682992876354,0.2721345534804238,0.27058831192573846,0.26736543245004496,0.26231488293808225,0.25529576192985987,0.24619859177532083,0.23494764797393272,0.2215143723943951,0.2059353653312542,0.1883433511164755,0.16895524390195055,0.1481106127607826,0.12627245148699434,0.1040501712588738,0.0821647095873246,0.06144585835118378,0.04277348742074956,0.026987760017696927,0.01476638312938982,0.006457274291692631,0.0018870291941299414,0.00021529513686407704,-3.974964079716927e-09
2,0.11164095674293639,0.11736385586051001,0.12331706548599597,0.12949988360353165,0.13590628000828914,0.14254300725524838,0.14938834027802494,0.15645181237320355,0.16370428817421762,0.17114098407939254,0.17873883921579087,0.18646610883073717,0.19430858672505535,0.2022066611959396,0.2101446687863824,0.21804206388537103,0.22586771321536497,0.2335308262746096,0.24096205965953504,0.24808224321364858,0.25476156820461093,0.26092770097033136,0.2664172371529087,0.27111101517762365,0.2748705996912556,0.27751699168921584,0.2788881494510964,0.27882022154006336,0.2771321538912168,0.2736497751371636,0.268213542161589,0.2606815980000437,0.25094278420067617,0.23893051690160078,0.224628896596143,0.2081000795355814,0.18951110260550955,0.16912346971637351,0.14733042111904793,0.12465820499541498,0.10177882921643516,0.07947489990316713,0.05862026281227319,0.040111030338644445,0.0247609320873582,0.013165648967799613,0.005535630615758031,0.001525876376310046,0.0001571090827601567,-1.324073976835245e-07
3,0.11473768721104988,0.12031144452975667,0.1260927097716375,0.13207992923715128,0.13826383131607883,0.1446512885933795,0.1512179649464347,0.15797240875730545,0.16488515890031263,0.1719506141811833,0.17914521654262966,0.18643602130118853,0.19380908883424308,0.20120621612145634,0.20861184389990578,0.21594852055506086,0.22318596781461275,0.23023708000323784,0.23703708966083292,0.24351135457197104,0.24953937313393007,0.25505281181661077,0.2599000163633628,0.2639720894947585,0.2671423114875354,0.26924575302874476,0.2701349813601722,0.26966101703466494,0.26765927932124783,0.2639740080161874,0.2584603829826368,0.2509914093369321,0.24146802806305082,0.22982963878815588,0.21606601235469647,0.20023339712185337,0.18248375142430648,0.16305600946195647,0.14230812773880655,0.12071867925121038,0.09890418724782743,0.07758443801055095,0.05756995639625669,0.039703656683110905,0.024766867647201103,0.01335704071875354,0.005729968404324868,0.0016286522030242768,0.00017720422785617737,-5.771320693066362e-08
4,0.11489978544535162,0.12043951233937727,0.12618322626378436,0.13212947362959065,0.13826897316869546,0.14460852381237488,0.15112390558637967,0.1578236360126269,0.16467814780151868,0.1716814818783603,0.17881067679546525,0.18603347350785665,0.19333590110889193,0.20066025363237722,0.20799115854762756,0.2152519271410801,0.2224130276580133,0.22938948878589385,0.2361167787902213,0.24252049786736868,0.2484832414726176,0.25393797655282574,0.2587344269749111,0.2627656118507681,0.265906948202278,0.2679966610670522,0.2688886654611195,0.2684357245771618,0.2664756256185163,0.2628553995579062,0.25742810472331584,0.2500705098693332,0.24068149962174268,0.22919836311213238,0.21560719739957096,0.19996020082050517,0.182402551509161,0.16316343259087696,0.14259091223103149,0.12115134383526668,0.0994495481809336,0.07819428182779976,0.05818838586999179,0.04027286492401334,0.025235108056842183,0.013689750946863866,0.0059200869326941,0.001702903629962012,0.00018920214000127711,-3.11356394624728e-08
5,0.10768973329301673,0.11343271259367882,0.11942274146906556,0.12565965453205713,0.13214107709382283,0.13887341321045027,0.14583819381735685,0.15304490979990576,0.1604683892695028,0.16810640320593123,0.17593696684339483,0.1839307485947711,0.19207496328480045,0.20031331176575795,0.20863096080062304,0.2169490996333681,0.22523775721183045,0.23340768034032724,0.24138925868295621,0.24910382851081236,0.2564191982285503,0.2632632336699747,0.26946665383768353,0.27490713257949284,0.27944236909281533,0.28288312089316164,0.2850570267128223,0.2857887588727366,0.2848836908534882,0.2821509321897647,0.2774092108076522,0.2704967749539106,0.261278100654931,0.24965877186390661,0.23559859496071567,0.21913442946055273,0.20040748422876295,0.1796636564151904,0.15728341281573907,0.13379418841503565,0.1098832362960008,0.08636809690219117,0.06417875076021964,0.04429111716563693,0.02761836930115178,0.014867067665008402,0.0063507275097712855,0.0017897746040917988,0.00019116149021307957,-1.1804803048976316e-07
6,0.11267177324929811,0.11834609318820738,0.12424309921086185,0.13036185241672466,0.13669550753558496,0.14325085855667757,0.15000469490712892,0.1569660351088027,0.16410597699133672,0.17141964926186826,0.1788836832633105,0.18646581712042581,0.1941519960690372,0.20188315454343725,0.20964367017005098,0.2173541301852431,0.22498362994796978,0.2324424600612013,0.23966301802031464,0.2465678394045121,0.2530303348988618,0.25897954512754406,0.26425520748977593,0.2687421532735091,0.27230638542557495,0.2747744414551391,0.2759882603958562,0.2757887703731353,0.27400088902257924,0.27045648764224617,0.26500151056347,0.2574985374672726,0.24784102669300728,0.23596272116805983,0.2218507764896001,0.20556441209720955,0.18726496452187777,0.167205043638438,0.14576556745006541,0.12345646026965845,0.10092990887803951,0.07894725706811546,0.05836051559644441,0.04004922334291992,0.024817504638775266,0.013264222416680446,0.005617849876414308,0.0015658369287259394,0.00016446682157008236,-1.0776007077795005e-07
7,0.09096431808145172,0.09697153587728019,0.10332633428119559,0.11003176604591808,0.11710479059877466,0.12455001544879396,0.13236976736968514,0.14057664071642345,0.14915749248752252,0.15811915122748105,0.16744568884639283,0.17712063753761584,0.18713338163830842,0.19743242399178343,0.20800517820340708,0.21877082378585314,0.22969732024957082,0.2406839077186209,0.25164585540776185,0.2624914892276998,0.27304864677148105,0.28323070505452497,0.2928056420124052,0.30160769581456226,0.3094436235042232,0.31603679460076645,0.3211398689870805,0.3244940162911748,0.32580689910770666,0.3247871895469399,0.32115263271298417,0.3146473152258146,0.3050513628337867,0.29220829667418446,0.2760435959892578,0.2565956456255793,0.2340677267200856,0.20881993908291868,0.18141710516803622,0.1526349363157471,0.1234775565905366,0.09510671432991392,0.06879877627724952,0.04582010590331266,0.027245630816452402,0.013744646269823555,0.005353994975845728,0.0013097663305987046,0.00010840606174526144,-2.9471799290679277e-07
8,0.11209146746678844,0.11780680851054887,0.12375108378495958,0.12992302768728542,0.13631552087149224,0.1429354412186281,0.14976076091967133,0.15680095242900338,0.16402663617603702,0.17143284580649804,0.17899639482810714,0.18668527441103605,0.19448523820184477,0.20233669206415633,0.2102237438958891,0.21806546582894926,0.2258306564152606,0.23342827939864838,0.24078949314687895,0.24783554578504013,0.2544372228965235,0.26052232719076474,0.26592711590443674,0.27053396355071924,0.2742059954533133,0.27676459872305026,0.27804947464220464,0.2778979044639581,0.2761298570971409,0.2725755726787664,0.2670748473337082,0.2594910862279307,0.24971421064454488,0.23767992148170344,0.22337546733797692,0.20686496029540588,0.18831602913127157,0.16799273080821925,0.14628642807140732,0.12372310831464023,0.1009704520289696,0.07880644482821282,0.05809731927327505,0.039730851664364464,0.024510713899286156,0.013023103918987873,0.005470839010901988,0.0015062614485613162,0.00015480984244377877,-1.3112387071495476e-07
9,0.11413473286476267,0.11969145195189895,0.12545597182664225,0.13142705796359594,0.13759618466934181,0.14397008930524163,0.15052521984485534,0.157270217871614,0.16417588746636808,0.17123651877407942,0.17842946799786918,0.1857230501410823,0.19310333961154635,0.20051273040283424,0.20793604692300127,0.2152968021247011,0.22256542662066056,0.229656502373429,0.23650569261612797,0.2430391329906647,0.24913714720270416,0.25473211374461346,0.25967313853835927,0.2638521133354016,0.26714319965499655,0.2693822024393435,0.27042101647545425,0.27010976722286795,0.268282722706973,0.2647828902766761,0.2594614169953334,0.252189969715208,0.24286284457439192,0.2314146078021285,0.21782695920119038,0.20214753938046642,0.1845193325960093,0.16517010373782431,0.14444811173462477,0.12282200302609546,0.10090151004841835,0.07940420048659208,0.05914373046195694,0.04097612545041792,0.025705543612107747,0.013963747083016835,0.006048526052280964,0.0017436471633698115,0.000194388277192573,-3.090772697790913e-08
